mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.591818,0.00710825,7.06,1.0,0.701014,8,1.005,2,0.5266,0.575,0.4887,0.0255,2025-09-07T15:55:14.066,0.540259
0.591818,0.00710825,7.06,1.0,0.701014,8,1.005,3,0.5266,0.583,0.4887,0.0255,2025-09-07T15:55:28.330,0.540259
0.591818,0.00710825,7.06,1.0,0.701014,8,1.005,4,0.5266,0.593,0.4887,0.0255,2025-09-07T15:55:42.009,0.540259
0.591818,0.00710825,7.06,1.0,0.701014,8,1.005,5,0.5266,0.546,0.4887,0.0255,2025-09-07T15:55:55.407,0.540259
0.644399,0.00605198,5.85,1.0,0.730168,3,0.092,1,0.4389,0.913,0.49999,-0.0924,2025-09-07T15:49:46.287,0.572194
0.644399,0.00605198,5.85,1.0,0.730168,3,0.092,2,0.4389,0.592,0.49999,-0.0924,2025-09-07T15:49:57.939,0.572194
0.644399,0.00605198,5.85,1.0,0.730168,3,0.092,3,0.4389,0.563,0.49999,-0.0924,2025-09-07T15:50:09.646,0.572194
0.644399,0.00605198,5.85,1.0,0.730168,3,0.092,4,0.4389,0.6,0.49999,-0.0924,2025-09-07T15:50:21.737,0.572194
0.644399,0.00605198,5.85,1.0,0.730168,3,0.092,5,0.4389,0.822,0.49999,-0.0924,2025-09-07T15:50:33.638,0.572194
0.468751,0.00590021,7.07,1.0,0.618823,1,0.0,1,0.4006,0.61,0.475877,0.2173,2025-09-07T15:47:42.721,0.472314
0.468751,0.00590021,7.07,1.0,0.618823,1,0.0,2,0.4006,0.606,0.475877,0.2173,2025-09-07T15:47:55.320,0.472314
0.468751,0.00590021,7.07,1.0,0.618823,1,0.0,3,0.4006,0.905,0.475877,0.2173,2025-09-07T15:48:07.578,0.472314
0.468751,0.00590021,7.07,1.0,0.618823,1,0.0,4,0.4006,0.62,0.475877,0.2173,2025-09-07T15:48:20.803,0.472314
0.468751,0.00590021,7.07,1.0,0.618823,1,0.0,5,0.4006,0.596,0.475877,0.2173,2025-09-07T15:48:33.015,0.472314
