mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.430017,0.00462809,41.16,1.0,0.514977,5,0.239,1,0.7073,1.076,0.391117,0.0216,2025-09-07T10:04:12.895,0.410567
0.430017,0.00462809,41.16,1.0,0.514977,5,0.239,2,0.7073,0.577,0.391117,0.0216,2025-09-07T10:04:27.375,0.410567
0.430017,0.00462809,41.16,1.0,0.514977,5,0.239,3,0.7073,0.608,0.391117,0.0216,2025-09-07T10:04:41.780,0.410567
0.430017,0.00462809,41.16,1.0,0.514977,5,0.239,4,0.7073,0.964,0.391117,0.0216,2025-09-07T10:04:55.611,0.410567
0.430017,0.00462809,41.16,1.0,0.514977,5,0.239,5,0.7073,0.547,0.391117,0.0216,2025-09-07T10:05:08.648,0.410567
0.362072,0.005087,5.85,1.0,0.364414,4,0.074,1,0.7098,1.019,0.221054,-0.0267,2025-09-07T10:03:12.971,0.291563
0.362072,0.005087,5.85,1.0,0.364414,4,0.074,3,0.7098,0.546,0.221054,-0.0267,2025-09-07T10:03:27.531,0.291563
0.362072,0.005087,5.85,1.0,0.364414,4,0.074,4,0.7098,0.574,0.221054,-0.0267,2025-09-07T10:03:44.234,0.291563
0.362072,0.005087,5.85,1.0,0.364414,4,0.074,5,0.7098,0.973,0.221054,-0.0267,2025-09-07T10:03:58.137,0.291563
0.608574,0.00246559,35.36,1.0,0.738439,6,0.601,1,0.6877,0.942,0.542746,0.0682,2025-09-07T10:05:21.994,0.57566
0.608574,0.00246559,35.36,1.0,0.738439,6,0.601,2,0.6877,0.621,0.542746,0.0682,2025-09-07T10:05:35.036,0.57566
0.608574,0.00246559,35.36,1.0,0.738439,6,0.601,3,0.6877,0.595,0.542746,0.0682,2025-09-07T10:05:48.242,0.57566
0.608574,0.00246559,35.36,1.0,0.738439,6,0.601,4,0.6877,0.931,0.542746,0.0682,2025-09-07T10:06:01.273,0.57566
0.608574,0.00246559,35.36,1.0,0.738439,6,0.601,5,0.6877,0.581,0.542746,0.0682,2025-09-07T10:06:14.279,0.57566
0.673242,0.00087545,24.79,1.0,0.774886,7,0.961,1,0.6754,0.926,0.514756,0.068,2025-09-07T10:06:27.706,0.593999
0.673242,0.00087545,24.79,1.0,0.774886,7,0.961,2,0.6754,0.574,0.514756,0.068,2025-09-07T10:06:40.909,0.593999
0.673242,0.00087545,24.79,1.0,0.774886,7,0.961,3,0.6754,0.551,0.514756,0.068,2025-09-07T10:06:53.973,0.593999
0.673242,0.00087545,24.79,1.0,0.774886,7,0.961,4,0.6754,0.548,0.514756,0.068,2025-09-07T10:07:07.313,0.593999
0.673242,0.00087545,24.79,1.0,0.774886,7,0.961,5,0.6754,0.574,0.514756,0.068,2025-09-07T10:07:20.474,0.593999
0.705067,0.0047771,5.5,1.0,0.81274,2,0.043,1,0.3948,0.959,0.624966,-0.0116,2025-09-07T10:01:06.050,0.665017
0.705067,0.0047771,5.5,1.0,0.81274,2,0.043,2,0.3948,0.594,0.624966,-0.0116,2025-09-07T10:01:18.775,0.665017
0.705067,0.0047771,5.5,1.0,0.81274,2,0.043,3,0.3948,0.859,0.624966,-0.0116,2025-09-07T10:01:31.385,0.665017
0.705067,0.0047771,5.5,1.0,0.81274,2,0.043,4,0.3948,0.562,0.624966,-0.0116,2025-09-07T10:01:43.910,0.665017
0.705067,0.0047771,5.5,1.0,0.81274,2,0.043,5,0.3948,0.938,0.624966,-0.0116,2025-09-07T10:01:56.388,0.665017
0.58604,0.00056085,6.3,1.0,0.693184,10,1.924,1,0.6927,0.584,0.446373,0.1533,2025-09-07T10:09:48.336,0.516206
0.58604,0.00056085,6.3,1.0,0.693184,10,1.924,2,0.6927,0.598,0.446373,0.1533,2025-09-07T10:10:01.874,0.516206
0.58604,0.00056085,6.3,1.0,0.693184,10,1.924,3,0.6927,0.581,0.446373,0.1533,2025-09-07T10:10:15.220,0.516206
0.58604,0.00056085,6.3,1.0,0.693184,10,1.924,4,0.6927,0.599,0.446373,0.1533,2025-09-07T10:10:28.595,0.516206
0.58604,0.00056085,6.3,1.0,0.693184,10,1.924,5,0.6927,0.578,0.446373,0.1533,2025-09-07T10:10:41.889,0.516206
0.520832,0.00058827,6.36,1.0,0.597619,9,1.304,1,0.691,0.586,0.381953,0.1092,2025-09-07T10:08:41.249,0.451393
0.520832,0.00058827,6.36,1.0,0.597619,9,1.304,2,0.691,0.596,0.381953,0.1092,2025-09-07T10:08:54.379,0.451393
0.520832,0.00058827,6.36,1.0,0.597619,9,1.304,3,0.691,0.588,0.381953,0.1092,2025-09-07T10:09:07.997,0.451393
0.520832,0.00058827,6.36,1.0,0.597619,9,1.304,4,0.691,0.59,0.381953,0.1092,2025-09-07T10:09:21.283,0.451393
0.520832,0.00058827,6.36,1.0,0.597619,9,1.304,5,0.691,0.546,0.381953,0.1092,2025-09-07T10:09:34.366,0.451393
0.540193,0.00042124,6.55,1.0,0.597904,8,1.005,1,0.669,0.588,0.372636,0.0904,2025-09-07T10:07:34.138,0.456414
0.540193,0.00042124,6.55,1.0,0.597904,8,1.005,2,0.669,0.579,0.372636,0.0904,2025-09-07T10:07:47.842,0.456414
0.540193,0.00042124,6.55,1.0,0.597904,8,1.005,3,0.669,0.54,0.372636,0.0904,2025-09-07T10:08:01.306,0.456414
0.540193,0.00042124,6.55,1.0,0.597904,8,1.005,4,0.669,0.578,0.372636,0.0904,2025-09-07T10:08:14.365,0.456414
0.540193,0.00042124,6.55,1.0,0.597904,8,1.005,5,0.669,0.548,0.372636,0.0904,2025-09-07T10:08:27.604,0.456414
0.639975,0.0041431,5.69,1.0,0.711288,3,0.092,1,0.5287,0.924,0.499255,-0.0905,2025-09-07T10:02:09.350,0.569615
0.639975,0.0041431,5.69,1.0,0.711288,3,0.092,2,0.5287,0.567,0.499255,-0.0905,2025-09-07T10:02:21.836,0.569615
0.639975,0.0041431,5.69,1.0,0.711288,3,0.092,3,0.5287,1.064,0.499255,-0.0905,2025-09-07T10:02:34.581,0.569615
0.639975,0.0041431,5.69,1.0,0.711288,3,0.092,4,0.5287,0.554,0.499255,-0.0905,2025-09-07T10:02:46.942,0.569615
0.639975,0.0041431,5.69,1.0,0.711288,3,0.092,5,0.5287,0.886,0.499255,-0.0905,2025-09-07T10:02:59.659,0.569615
0.494084,0.00606581,5.0,1.0,0.613393,1,0.0,1,0.1837,0.574,0.455756,0.1733,2025-09-07T09:59:51.802,0.47492
0.494084,0.00606581,5.0,1.0,0.613393,1,0.0,2,0.1837,0.538,0.455756,0.1733,2025-09-07T10:00:04.503,0.47492
0.494084,0.00606581,5.0,1.0,0.613393,1,0.0,3,0.1837,1.043,0.455756,0.1733,2025-09-07T10:00:19.375,0.47492
0.494084,0.00606581,5.0,1.0,0.613393,1,0.0,4,0.1837,0.697,0.455756,0.1733,2025-09-07T10:00:34.960,0.47492
0.494084,0.00606581,5.0,1.0,0.613393,1,0.0,5,0.1837,0.645,0.455756,0.1733,2025-09-07T10:00:50.810,0.47492
