mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.563724,0.01695138,8.5,1.0,0.684468,8,1.005,4,0.6305,0.565,0.404028,0.3354,2025-09-07T09:41:16.353,0.483876
0.563724,0.01695138,8.5,1.0,0.684468,8,1.005,5,0.6305,0.567,0.404028,0.3354,2025-09-07T09:41:29.884,0.483876
0.510944,0.01434581,3.19,1.0,0.657024,3,0.092,1,0.5812,0.952,0.492071,0.2172,2025-09-07T09:35:15.394,0.501507
0.510944,0.01434581,3.19,1.0,0.657024,3,0.092,2,0.5812,0.562,0.492071,0.2172,2025-09-07T09:35:27.473,0.501507
0.510944,0.01434581,3.19,1.0,0.657024,3,0.092,3,0.5812,0.549,0.492071,0.2172,2025-09-07T09:35:39.658,0.501507
0.510944,0.01434581,3.19,1.0,0.657024,3,0.092,4,0.5812,0.621,0.492071,0.2172,2025-09-07T09:35:52.613,0.501507
0.510944,0.01434581,3.19,1.0,0.657024,3,0.092,5,0.5812,0.571,0.492071,0.2172,2025-09-07T09:36:05.601,0.501507
0.468223,0.01443858,5.1,1.0,0.583144,1,0.0,1,0.3394,0.874,0.464603,0.09,2025-09-07T09:33:14.449,0.466413
0.468223,0.01443858,5.1,1.0,0.583144,1,0.0,2,0.3394,0.589,0.464603,0.09,2025-09-07T09:33:26.142,0.466413
0.468223,0.01443858,5.1,1.0,0.583144,1,0.0,3,0.3394,0.906,0.464603,0.09,2025-09-07T09:33:37.732,0.466413
0.468223,0.01443858,5.1,1.0,0.583144,1,0.0,4,0.3394,0.562,0.464603,0.09,2025-09-07T09:33:49.226,0.466413
0.468223,0.01443858,5.1,1.0,0.583144,1,0.0,5,0.3394,0.549,0.464603,0.09,2025-09-07T09:34:01.063,0.466413
