mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.571779,0.01930986,49.08,1.0,0.729479,8,1.005,5,0.5227,0.562,0.483021,0.1716,2025-09-07T09:54:42.400,0.5274
0.590873,0.01708287,1.14,1.0,0.707481,3,0.092,1,0.4124,1.023,0.531616,0.1038,2025-09-07T09:48:18.093,0.561245
0.590873,0.01708287,1.14,1.0,0.707481,3,0.092,2,0.4124,0.558,0.531616,0.1038,2025-09-07T09:48:30.293,0.561245
0.590873,0.01708287,1.14,1.0,0.707481,3,0.092,3,0.4124,0.853,0.531616,0.1038,2025-09-07T09:48:42.489,0.561245
0.590873,0.01708287,1.14,1.0,0.707481,3,0.092,4,0.4124,0.569,0.531616,0.1038,2025-09-07T09:48:55.434,0.561245
0.590873,0.01708287,1.14,1.0,0.707481,3,0.092,5,0.4124,0.888,0.531616,0.1038,2025-09-07T09:49:08.278,0.561245
0.494929,0.01257258,1.0,1.0,0.60514,1,0.0,1,0.1398,0.566,0.482266,0.0368,2025-09-07T09:46:03.163,0.488597
0.494929,0.01257258,1.0,1.0,0.60514,1,0.0,2,0.1398,1.105,0.482266,0.0368,2025-09-07T09:46:17.080,0.488597
0.494929,0.01257258,1.0,1.0,0.60514,1,0.0,3,0.1398,0.58,0.482266,0.0368,2025-09-07T09:46:30.155,0.488597
0.494929,0.01257258,1.0,1.0,0.60514,1,0.0,4,0.1398,0.926,0.482266,0.0368,2025-09-07T09:46:43.287,0.488597
0.494929,0.01257258,1.0,1.0,0.60514,1,0.0,5,0.1398,0.664,0.482266,0.0368,2025-09-07T09:46:56.958,0.488597
