sample_idx,crystal_idx,n_crystals,cx,cz,x_center,z_center,dist_center,dist_corner_1,dist_corner_2,dist_corner_3,dist_corner_4,mse_psi,relL2_psi
33,1,1,5.669856e-01,6.208203e-01,0.000000e+00,0.000000e+00,8.407678e-01,2.254441e+00,1.677665e+00,1.612210e+00,5.755681e-01,2.231958e-26,1.751253e-02
34,1,1,-3.394081e-01,-1.079480e-01,0.000000e+00,0.000000e+00,3.561609e-01,1.110017e+00,1.609276e+00,1.289934e+00,1.738264e+00,2.290611e-26,1.442136e-02
35,1,1,1.514871e-01,7.958369e-01,0.000000e+00,0.000000e+00,8.101263e-01,2.133296e+00,1.986203e+00,1.169447e+00,8.727294e-01,2.734245e-26,7.339661e-02
36,1,1,-1.630537e-01,-2.129659e-01,0.000000e+00,0.000000e+00,2.682182e-01,1.148870e+00,1.404321e+00,1.473691e+00,1.680470e+00,2.180299e-26,2.047202e-02
37,1,1,-7.393620e-01,1.740793e-01,0.000000e+00,0.000000e+00,7.595787e-01,1.202661e+00,2.098533e+00,8.660699e-01,1.925494e+00,4.521900e-26,1.196019e-02
38,1,1,-6.060599e-01,3.872778e-01,0.000000e+00,0.000000e+00,7.192306e-01,1.442126e+00,2.122255e+00,7.284348e-01,1.718970e+00,4.396816e-26,1.576990e-02
39,1,1,6.380983e-02,-3.965448e-01,0.000000e+00,0.000000e+00,4.016460e-01,1.223049e+00,1.113827e+00,1.755571e+00,1.681306e+00,2.488020e-26,2.773261e-02
40,1,1,6.110357e-01,7.596784e-01,0.000000e+00,0.000000e+00,9.749235e-01,2.385771e+00,1.802155e+00,1.628862e+00,4.572173e-01,3.311837e-26,3.381670e-02
41,1,1,-3.404734e-01,3.176464e-01,0.000000e+00,0.000000e+00,4.656408e-01,1.473488e+00,1.879644e+00,9.489899e-01,1.504153e+00,2.565499e-26,1.684467e-02
42,1,1,4.488685e-01,-2.158883e-01,0.000000e+00,0.000000e+00,4.980871e-01,1.647438e+00,9.584242e-01,1.891456e+00,1.334965e+00,2.052783e-26,1.173814e-02
43,1,1,6.975007e-02,3.311280e-01,0.000000e+00,0.000000e+00,3.383945e-01,1.707708e+00,1.623966e+00,1.261648e+00,1.145755e+00,2.187044e-26,2.472612e-02
44,1,1,3.121466e-01,1.771116e-01,0.000000e+00,0.000000e+00,3.588928e-01,1.762759e+00,1.363354e+00,1.548830e+00,1.072515e+00,1.780432e-26,1.366806e-02
45,1,1,-8.069651e-02,-3.242204e-01,0.000000e+00,0.000000e+00,3.341119e-01,1.140963e+00,1.274591e+00,1.612042e+00,1.709229e+00,2.217800e-26,2.445801e-02
46,1,1,1.376842e-01,3.326218e-01,0.000000e+00,0.000000e+00,3.599920e-01,1.752200e+00,1.587284e+00,1.318984e+00,1.090405e+00,2.158793e-26,2.249985e-02
47,1,1,-3.369575e-01,-4.940252e-01,0.000000e+00,0.000000e+00,5.979977e-01,8.340479e-01,1.429498e+00,1.634545e+00,2.004886e+00,2.265136e-26,1.930589e-02
48,1,1,3.564142e-02,8.309048e-02,0.000000e+00,0.000000e+00,9.041205e-02,1.498545e+00,1.450197e+00,1.383212e+00,1.330680e+00,2.009855e-26,2.241127e-02
49,1,1,3.770975e-01,-7.477044e-01,0.000000e+00,0.000000e+00,8.374153e-01,1.400018e+00,6.720570e-01,2.225055e+00,1.855392e+00,2.075837e-26,3.448758e-02
50,1,1,-4.419590e-01,-2.861882e-01,0.000000e+00,0.000000e+00,5.265277e-01,9.060558e-01,1.608966e+00,1.402031e+00,1.932233e+00,2.782621e-26,1.440029e-02
51,1,1,7.729975e-01,4.367681e-02,0.000000e+00,0.000000e+00,7.742305e-01,2.057372e+00,1.068078e+00,2.014466e+00,9.828958e-01,5.742992e-26,1.265877e-02
52,1,1,-6.625893e-01,-1.665835e-01,0.000000e+00,0.000000e+00,6.832090e-01,8.991268e-01,1.859781e+00,1.214398e+00,2.031039e+00,3.198076e-26,1.078446e-02
53,1,1,-5.005898e-01,1.195432e-01,0.000000e+00,0.000000e+00,5.146656e-01,1.225882e+00,1.872204e+00,1.012233e+00,1.739820e+00,2.873576e-26,1.235354e-02
54,1,1,6.962961e-01,-4.163789e-01,0.000000e+00,0.000000e+00,8.112950e-01,1.793888e+00,6.579132e-01,2.209875e+00,1.448573e+00,2.931330e-26,1.214764e-02
55,1,1,-1.566026e-01,4.867852e-01,0.000000e+00,0.000000e+00,5.113552e-01,1.709342e+00,1.883682e+00,9.872734e-01,1.265353e+00,2.025193e-26,2.446353e-02
56,1,1,-7.990494e-01,7.174840e-01,0.000000e+00,0.000000e+00,1.073901e+00,1.729200e+00,2.487233e+00,3.466936e-01,1.821097e+00,3.830333e-26,2.641934e-02
57,1,1,-6.546185e-01,1.175357e-01,0.000000e+00,0.000000e+00,6.650865e-01,1.169690e+00,1.996659e+00,9.476453e-01,1.875235e+00,4.117487e-26,1.212020e-02
58,1,1,-8.431457e-02,-8.234178e-02,0.000000e+00,0.000000e+00,1.178521e-01,1.296370e+00,1.420505e+00,1.417725e+00,1.532058e+00,2.046605e-26,2.163112e-02
59,1,1,4.109524e-01,-1.915294e-01,0.000000e+00,0.000000e+00,4.533932e-01,1.626165e+00,1.000301e+00,1.846762e+00,1.329180e+00,1.949535e-26,1.202265e-02
60,1,1,-3.756011e-01,2.236510e-01,0.000000e+00,0.000000e+00,4.371452e-01,1.373752e+00,1.841087e+00,9.962890e-01,1.579556e+00,2.639092e-26,1.512617e-02
61,1,1,-2.740808e-01,7.014033e-01,0.000000e+00,0.000000e+00,7.530517e-01,1.849792e+00,2.125572e+00,7.849323e-01,1.308603e+00,2.101049e-26,3.327179e-02
62,1,1,-5.333024e-01,-5.329613e-01,0.000000e+00,0.000000e+00,7.539623e-01,6.602513e-01,1.602854e+00,1.602428e+00,2.168176e+00,2.412137e-26,1.574612e-02
63,1,1,-2.207167e-01,-1.086324e-01,0.000000e+00,0.000000e+00,2.460018e-01,1.183984e+00,1.511518e+00,1.355119e+00,1.649004e+00,1.988657e-26,1.697097e-02
64,1,1,-5.722238e-01,5.795793e-01,0.000000e+00,0.000000e+00,8.144644e-01,1.636479e+00,2.228667e+00,5.997883e-01,1.627465e+00,1.944824e-26,1.474601e-02
65,1,1,2.328529e-01,1.403998e-01,0.000000e+00,0.000000e+00,2.719055e-01,1.679416e+00,1.374419e+00,1.502943e+00,1.152140e+00,1.544090e-26,1.468288e-02
66,1,1,-6.043751e-01,8.736986e-02,0.000000e+00,0.000000e+00,6.106576e-01,1.157105e+00,1.938142e+00,9.946923e-01,1.845783e+00,3.864148e-26,1.234695e-02
67,1,1,-9.941420e-03,-3.662675e-01,0.000000e+00,0.000000e+00,3.664024e-01,1.175514e+00,1.192308e+00,1.687277e+00,1.699020e+00,2.252357e-26,2.646313e-02
68,1,1,-7.663873e-01,-2.205653e-01,0.000000e+00,0.000000e+00,7.974952e-01,8.136912e-01,1.930710e+00,1.242721e+00,2.147069e+00,2.695787e-26,9.246353e-03
69,1,1,-4.055619e-01,-3.371286e-01,0.000000e+00,0.000000e+00,5.273862e-01,8.903680e-01,1.554028e+00,1.463308e+00,1.939979e+00,2.546173e-26,1.522845e-02
70,1,1,2.643696e-01,-1.692581e-02,0.000000e+00,0.000000e+00,2.649108e-01,1.601582e+00,1.227838e+00,1.622581e+00,1.255106e+00,1.782557e-26,1.451601e-02
71,1,1,4.462870e-01,-3.834672e-01,0.000000e+00,0.000000e+00,5.884039e-01,1.572215e+00,8.286801e-01,2.001431e+00,1.490161e+00,1.983129e-26,1.316831e-02
72,1,1,1.248238e-01,-2.865185e-01,0.000000e+00,0.000000e+00,3.125281e-01,1.332023e+00,1.129154e+00,1.708906e+00,1.555977e+00,2.030605e-26,2.171060e-02
73,1,1,6.382913e-01,5.070005e-01,0.000000e+00,0.000000e+00,8.151474e-01,2.225994e+00,1.549801e+00,1.710861e+00,6.114587e-01,2.831825e-26,1.433361e-02
74,1,1,-9.308337e-02,4.721296e-01,0.000000e+00,0.000000e+00,4.812182e-01,1.729064e+00,1.833575e+00,1.049355e+00,1.213869e+00,2.218040e-26,2.733006e-02
75,1,1,4.970666e-01,-7.591483e-02,0.000000e+00,0.000000e+00,5.028302e-01,1.759302e+00,1.052081e+00,1.843584e+00,1.187659e+00,2.991606e-26,1.249696e-02
76,1,1,7.406796e-01,-2.137995e-01,0.000000e+00,0.000000e+00,7.709192e-01,1.909994e+00,8.278637e-01,2.122092e+00,1.241191e+00,3.629371e-26,1.090884e-02
77,1,1,-6.108118e-01,-5.279540e-01,0.000000e+00,0.000000e+00,8.073577e-01,6.117965e-01,1.678554e+00,1.576741e+00,2.220216e+00,2.947146e-26,1.567746e-02
78,1,1,5.682058e-01,-4.581660e-01,0.000000e+00,0.000000e+00,7.299136e-01,1.659173e+00,6.928422e-01,2.141382e+00,1.520754e+00,2.243683e-26,1.289428e-02
79,1,1,-7.527361e-01,1.078708e-01,0.000000e+00,0.000000e+00,7.604260e-01,1.135129e+00,2.073514e+00,9.257613e-01,1.966718e+00,4.017068e-26,1.090896e-02
80,1,1,-5.222555e-01,5.333394e-01,0.000000e+00,0.000000e+00,7.464595e-01,1.606042e+00,2.160646e+00,6.678412e-01,1.592179e+00,2.488362e-26,1.621772e-02
81,1,1,2.025645e-01,-7.338825e-01,0.000000e+00,0.000000e+00,7.613251e-01,1.231657e+00,8.406676e-01,2.110097e+00,1.908468e+00,2.412286e-26,4.549446e-02
82,1,1,-6.358180e-02,4.949042e-03,0.000000e+00,0.000000e+00,6.377412e-02,1.373609e+00,1.463260e+00,1.366384e+00,1.456480e+00,2.008555e-26,2.185601e-02
83,1,1,-3.184243e-01,-6.593442e-01,0.000000e+00,0.000000e+00,7.322082e-01,7.619657e-01,1.361723e+00,1.793870e+00,2.119355e+00,2.273149e-26,2.824175e-02
84,1,1,1.025963e-01,3.184085e-01,0.000000e+00,0.000000e+00,3.345295e-01,1.718697e+00,1.594846e+00,1.296258e+00,1.126899e+00,2.223180e-26,2.382283e-02
85,1,1,-6.249453e-01,2.818907e-01,0.000000e+00,0.000000e+00,6.855793e-01,1.335631e+00,2.069708e+00,8.101524e-01,1.776550e+00,4.360859e-26,1.397458e-02
86,1,1,7.404364e-03,-4.495279e-01,0.000000e+00,0.000000e+00,4.495889e-01,1.147991e+00,1.135018e+00,1.765218e+00,1.756809e+00,2.495070e-26,2.975486e-02
87,1,1,-2.721014e-02,2.056202e-02,0.000000e+00,0.000000e+00,3.410555e-02,1.409917e+00,1.448001e+00,1.380442e+00,1.419317e+00,1.971524e-26,2.220016e-02
88,1,1,-5.917361e-01,-5.412696e-01,0.000000e+00,0.000000e+00,8.019504e-01,6.140952e-01,1.656520e+00,1.594425e+00,2.215657e+00,2.827203e-26,1.611008e-02
89,1,1,2.181614e-01,-6.806969e-01,0.000000e+00,0.000000e+00,7.148025e-01,1.259314e+00,8.445272e-01,2.075731e+00,1.853649e+00,2.540171e-26,3.718747e-02
90,1,1,3.840898e-01,-2.499590e-01,0.000000e+00,0.000000e+00,4.582625e-01,1.574251e+00,9.705188e-01,1.864967e+00,1.393464e+00,1.874838e-26,1.273777e-02
91,1,1,-6.054417e-01,-1.903078e-01,0.000000e+00,0.000000e+00,6.346469e-01,9.007096e-01,1.798067e+00,1.253997e+00,1.998568e+00,3.247291e-26,1.170216e-02
92,1,1,-4.102342e-01,-2.716720e-01,0.000000e+00,0.000000e+00,4.920343e-01,9.371688e-01,1.587206e+00,1.401775e+00,1.898923e+00,3.169309e-26,1.602529e-02
93,1,1,-5.145739e-01,1.847857e-02,0.000000e+00,0.000000e+00,5.149056e-01,1.128245e+00,1.825166e+00,1.094999e+00,1.804804e+00,3.647848e-26,1.337472e-02
94,1,1,-4.942055e-01,3.615955e-01,0.000000e+00,0.000000e+00,6.123646e-01,1.452505e+00,2.021532e+00,8.144866e-01,1.624872e+00,2.417316e-26,1.321910e-02
95,1,1,1.693240e-01,7.640353e-01,0.000000e+00,0.000000e+00,7.825730e-01,2.116398e+00,1.949832e+00,1.192895e+00,8.635403e-01,1.648710e-26,4.512998e-02
96,1,1,-3.621355e-01,2.082836e-02,0.000000e+00,0.000000e+00,3.627340e-01,1.203728e+00,1.702206e+00,1.168610e+00,1.677555e+00,2.550749e-26,1.437617e-02
97,1,1,-5.616407e-01,-6.148839e-01,0.000000e+00,0.000000e+00,8.327800e-01,5.835009e-01,1.608427e+00,1.673323e+00,2.246458e+00,2.541068e-26,1.853654e-02
98,1,1,-1.913804e-01,-6.731604e-01,0.000000e+00,0.000000e+00,6.998367e-01,8.721753e-01,1.235399e+00,1.858314e+00,2.053985e+00,2.259704e-26,3.551512e-02
99,1,1,-1.904842e-01,5.348808e-01,0.000000e+00,0.000000e+00,5.677867e-01,1.735274e+00,1.942450e+00,9.336229e-01,1.278119e+00,1.996552e-26,2.471471e-02
100,1,1,-5.462036e-01,5.830833e-01,0.000000e+00,0.000000e+00,7.989521e-01,1.646841e+00,2.212894e+00,6.162392e-01,1.601426e+00,2.394624e-26,1.699370e-02
