mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.609971,0.00334205,6.75,1.0,0.71138,10,1.924,1,0.6346,0.556,0.448248,0.1457,2025-09-07T17:16:01.196,0.52911
0.609971,0.00334205,6.75,1.0,0.71138,10,1.924,2,0.6346,0.578,0.448248,0.1457,2025-09-07T17:16:14.101,0.52911
0.609971,0.00334205,6.75,1.0,0.71138,10,1.924,3,0.6346,0.557,0.448248,0.1457,2025-09-07T17:16:27.157,0.52911
0.609971,0.00334205,6.75,1.0,0.71138,10,1.924,4,0.6346,0.547,0.448248,0.1457,2025-09-07T17:16:39.942,0.52911
0.609971,0.00334205,6.75,1.0,0.71138,10,1.924,5,0.6346,0.566,0.448248,0.1457,2025-09-07T17:16:53.268,0.52911
0.540612,0.00381707,7.09,1.0,0.616028,9,1.304,1,0.6312,0.625,0.383155,0.1056,2025-09-07T17:14:53.995,0.461884
0.540612,0.00381707,7.09,1.0,0.616028,9,1.304,2,0.6312,0.578,0.383155,0.1056,2025-09-07T17:15:08.650,0.461884
0.540612,0.00381707,7.09,1.0,0.616028,9,1.304,3,0.6312,0.569,0.383155,0.1056,2025-09-07T17:15:22.100,0.461884
0.540612,0.00381707,7.09,1.0,0.616028,9,1.304,4,0.6312,0.554,0.383155,0.1056,2025-09-07T17:15:35.124,0.461884
0.540612,0.00381707,7.09,1.0,0.616028,9,1.304,5,0.6312,0.554,0.383155,0.1056,2025-09-07T17:15:47.976,0.461884
0.556535,0.00284284,6.76,1.0,0.619691,8,1.005,1,0.6075,0.977,0.381243,0.0776,2025-09-07T17:13:43.717,0.468889
0.556535,0.00284284,6.76,1.0,0.619691,8,1.005,2,0.6075,0.573,0.381243,0.0776,2025-09-07T17:13:57.477,0.468889
0.556535,0.00284284,6.76,1.0,0.619691,8,1.005,3,0.6075,0.57,0.381243,0.0776,2025-09-07T17:14:11.759,0.468889
0.556535,0.00284284,6.76,1.0,0.619691,8,1.005,4,0.6075,0.612,0.381243,0.0776,2025-09-07T17:14:26.450,0.468889
0.556535,0.00284284,6.76,1.0,0.619691,8,1.005,5,0.6075,0.576,0.381243,0.0776,2025-09-07T17:14:40.550,0.468889
0.623668,0.00063255,5.36,1.0,0.711439,3,0.092,1,0.4742,0.579,0.520214,-0.0647,2025-09-07T17:08:04.656,0.571941
0.623668,0.00063255,5.36,1.0,0.711439,3,0.092,2,0.4742,0.583,0.520214,-0.0647,2025-09-07T17:08:18.634,0.571941
0.623668,0.00063255,5.36,1.0,0.711439,3,0.092,3,0.4742,0.598,0.520214,-0.0647,2025-09-07T17:08:32.525,0.571941
0.623668,0.00063255,5.36,1.0,0.711439,3,0.092,4,0.4742,0.574,0.520214,-0.0647,2025-09-07T17:08:45.697,0.571941
0.623668,0.00063255,5.36,1.0,0.711439,3,0.092,5,0.4742,0.672,0.520214,-0.0647,2025-09-07T17:09:00.668,0.571941
0.473742,0.0005533,4.0,1.0,0.594297,1,0.0,1,0.325,0.63,0.468086,0.2127,2025-09-07T17:05:48.380,0.470914
0.473742,0.0005533,4.0,1.0,0.594297,1,0.0,2,0.325,0.573,0.468086,0.2127,2025-09-07T17:06:02.691,0.470914
0.473742,0.0005533,4.0,1.0,0.594297,1,0.0,3,0.325,0.562,0.468086,0.2127,2025-09-07T17:06:15.862,0.470914
0.473742,0.0005533,4.0,1.0,0.594297,1,0.0,4,0.325,0.595,0.468086,0.2127,2025-09-07T17:06:29.238,0.470914
0.473742,0.0005533,4.0,1.0,0.594297,1,0.0,5,0.325,0.64,0.468086,0.2127,2025-09-07T17:06:43.183,0.470914
