epoch,train_mse,grad_norm,alpha,val_mse,val_rel_l2,val_grad_mse
1,5.23580364e+01,2.45365649e+02,0.00000000e+00,3.34528111e+00,3.62812409e-01,4.17442913e+02
2,1.90254480e+01,2.15268033e+02,0.00000000e+00,1.39616988e+00,2.33509679e-01,6.74973915e+02
3,1.15099073e+01,1.80248139e+02,0.00000000e+00,1.76563302e+00,2.62755582e-01,6.56000127e+02
4,8.86814035e+00,1.48432020e+02,0.00000000e+00,8.96155930e-01,1.86050688e-01,6.91286602e+02
5,7.65969250e+00,1.28055900e+02,0.00000000e+00,9.17795305e-01,1.89304797e-01,7.34330088e+02
6,9.45553625e+00,1.31193047e+02,2.00000014e-02,6.76245403e-01,1.61385800e-01,4.80386083e+01
7,7.61666361e+00,1.28251507e+02,4.00000028e-02,5.23636318e-01,1.41116227e-01,3.12923450e+01
8,8.26248277e+00,1.37644074e+02,6.00000024e-02,6.34242215e-01,1.55445525e-01,3.09357135e+01
9,6.69488494e+00,1.15477743e+02,8.00000057e-02,4.89755016e-01,1.35914447e-01,2.38033672e+01
10,8.29659784e+00,1.47463188e+02,1.00000001e-01,7.64038492e-01,1.68798067e-01,2.80465534e+01
11,6.15577290e+00,1.14974848e+02,1.00000001e-01,3.69460250e-01,1.20480908e-01,1.68543978e+01
12,5.62033236e+00,1.05674394e+02,1.00000001e-01,4.65653897e-01,1.32188309e-01,1.86742402e+01
13,5.09899475e+00,1.03047907e+02,1.00000001e-01,4.24066070e-01,1.25936337e-01,2.12013914e+01
14,5.50158991e+00,1.03795586e+02,1.00000001e-01,4.98844695e-01,1.39959195e-01,1.73576155e+01
15,5.73006234e+00,1.14241093e+02,1.00000001e-01,2.58155065e-01,9.93993580e-02,1.20748659e+01
16,4.55179891e+00,8.97752465e+01,1.00000001e-01,2.78798019e-01,1.03672290e-01,1.28963787e+01
17,4.66280429e+00,9.76160605e+01,1.00000001e-01,3.87607555e-01,1.22370700e-01,1.74082408e+01
18,4.77394511e+00,9.05948643e+01,1.00000001e-01,4.94720872e-01,1.40056889e-01,1.78430328e+01
19,4.27150297e+00,8.66151676e+01,1.00000001e-01,3.10528506e-01,1.09186712e-01,1.18542617e+01
20,4.28891845e+00,8.81527193e+01,1.00000001e-01,2.39020272e-01,9.66402281e-02,1.14463747e+01
21,3.89307740e+00,7.97601897e+01,1.00000001e-01,2.50425139e-01,9.76744770e-02,1.00682969e+01
22,4.08248456e+00,8.35018080e+01,1.00000001e-01,2.55932652e-01,9.89573902e-02,1.11258497e+01
23,3.81294862e+00,8.40922822e+01,1.00000001e-01,1.72703071e-01,7.87605511e-02,8.43596660e+00
24,4.13421413e+00,8.22685740e+01,1.00000001e-01,3.41592182e-01,1.14699306e-01,1.38598906e+01
25,4.05519619e+00,7.89300333e+01,1.00000001e-01,1.80431018e-01,8.00624733e-02,9.54700848e+00
26,3.76673667e+00,7.52771378e+01,1.00000001e-01,3.06341132e-01,1.08605381e-01,1.29688958e+01
27,3.67710748e+00,7.49675290e+01,1.00000001e-01,3.87704736e-01,1.21681455e-01,1.14789714e+01
28,3.79542416e+00,7.68104627e+01,1.00000001e-01,2.20756305e-01,9.07222720e-02,9.53173923e+00
29,3.76172230e+00,6.94793836e+01,1.00000001e-01,2.67051339e-01,1.02981671e-01,1.16746308e+01
30,3.61725809e+00,7.40090795e+01,1.00000001e-01,1.90493824e-01,8.54920819e-02,8.75097759e+00
31,3.54344878e+00,7.60192481e+01,1.00000001e-01,2.59053863e-01,9.94506461e-02,1.38732725e+01
32,3.14130785e+00,6.60553233e+01,1.00000001e-01,2.14485117e-01,9.10939809e-02,9.26142491e+00
33,2.88090862e+00,6.43380244e+01,1.00000001e-01,1.93198122e-01,8.52451089e-02,7.02576085e+00
34,3.54808656e+00,7.16605559e+01,1.00000001e-01,2.11746968e-01,8.79794881e-02,9.08630074e+00
35,3.27340020e+00,6.59079837e+01,1.00000001e-01,1.65875165e-01,7.66433798e-02,6.63500166e+00
36,2.90271639e+00,6.24749987e+01,1.00000001e-01,1.34335419e-01,7.01539751e-02,7.19653988e+00
37,3.12263873e+00,6.44585896e+01,1.00000001e-01,1.59679247e-01,7.72284100e-02,6.70387862e+00
38,3.04142328e+00,6.37482465e+01,1.00000001e-01,1.06316574e-01,6.31642290e-02,5.98281160e+00
39,2.93685481e+00,6.12650609e+01,1.00000001e-01,1.90750250e-01,8.44675268e-02,7.81842312e+00
40,3.16328304e+00,6.48989316e+01,1.00000001e-01,1.96833850e-01,8.75022566e-02,7.72910599e+00
41,3.27323132e+00,6.13586014e+01,1.00000001e-01,1.55697207e-01,7.72229791e-02,6.18680404e+00
42,2.96514324e+00,6.11990585e+01,1.00000001e-01,1.49562350e-01,7.59344548e-02,6.57662553e+00
43,2.49236432e+00,5.45515394e+01,1.00000001e-01,1.52044629e-01,7.71771876e-02,5.36549370e+00
44,2.72253940e+00,5.69089270e+01,1.00000001e-01,1.81943930e-01,8.27276076e-02,7.03654165e+00
45,2.70255001e+00,5.72359804e+01,1.00000001e-01,1.29729586e-01,6.99613398e-02,5.72785634e+00
46,2.97539177e+00,6.11688471e+01,1.00000001e-01,2.20165269e-01,9.25655818e-02,7.88910026e+00
47,2.46478534e+00,5.26358868e+01,1.00000001e-01,1.61835742e-01,7.92208612e-02,6.79908829e+00
48,2.76992719e+00,5.62806750e+01,1.00000001e-01,1.70956258e-01,8.02007810e-02,6.80294693e+00
49,2.61921880e+00,5.41719711e+01,1.00000001e-01,1.71981248e-01,8.02691751e-02,7.14559166e+00
50,2.50343554e+00,5.03513471e+01,1.00000001e-01,1.79998254e-01,8.36357990e-02,6.38364487e+00
51,2.41267772e+00,5.18839930e+01,1.00000001e-01,1.52281305e-01,7.59390807e-02,5.69539376e+00
52,2.86905630e+00,5.64676625e+01,1.00000001e-01,8.88082388e-02,5.80086103e-02,4.71582818e+00
53,2.13135003e+00,4.43185929e+01,1.00000001e-01,1.49847636e-01,7.64192171e-02,6.54272028e+00
54,2.76966610e+00,5.67036009e+01,1.00000001e-01,1.94358604e-01,8.64702320e-02,7.90245647e+00
55,2.45994722e+00,4.87247567e+01,1.00000001e-01,1.34354905e-01,7.12176759e-02,5.73298605e+00
56,2.47577796e+00,4.83160246e+01,1.00000001e-01,1.25049341e-01,6.92436970e-02,5.77334840e+00
57,2.02581568e+00,4.33393546e+01,1.00000001e-01,1.15287862e-01,6.69588750e-02,5.01459397e+00
58,2.43794607e+00,4.90384682e+01,1.00000001e-01,1.97714134e-01,8.55462044e-02,6.78699952e+00
59,2.22294012e+00,4.44493296e+01,1.00000001e-01,9.93310503e-02,6.20418664e-02,4.62859693e+00
60,2.21586562e+00,4.37400803e+01,1.00000001e-01,2.16841797e-01,9.03022424e-02,6.82742449e+00
61,2.43323248e+00,4.79768062e+01,1.00000001e-01,1.04876874e-01,6.34427435e-02,4.77405126e+00
62,2.17289047e+00,4.51478310e+01,1.00000001e-01,3.01207447e-01,1.06684250e-01,1.05850074e+01
63,2.36796544e+00,4.35996068e+01,1.00000001e-01,1.13524977e-01,6.51961227e-02,5.10927776e+00
64,2.11261492e+00,4.53325397e+01,1.00000001e-01,1.04301123e-01,6.27420585e-02,4.96038382e+00
