mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.686665,0.01272787,22.22,1.0,0.819566,2,0.043,5,0.2939,0.85,0.612192,0.0256,2025-08-26T09:07:43.488,0.649429
0.52172,0.00324282,8.46,1.0,0.684749,10,1.924,1,0.7829,0.783,0.472747,0.311,2025-08-26T09:14:31.534,0.497233
0.52172,0.00324282,8.46,1.0,0.684749,10,1.924,2,0.7829,0.863,0.472747,0.311,2025-08-26T09:14:42.932,0.497233
0.52172,0.00324282,8.46,1.0,0.684749,10,1.924,3,0.7829,0.804,0.472747,0.311,2025-08-26T09:14:54.545,0.497233
0.52172,0.00324282,8.46,1.0,0.684749,10,1.924,4,0.7829,0.778,0.472747,0.311,2025-08-26T09:15:06.090,0.497233
0.52172,0.00324282,8.46,1.0,0.684749,10,1.924,5,0.7829,0.772,0.472747,0.311,2025-08-26T09:15:17.657,0.497233
0.444209,0.00524754,3.65,1.0,0.579229,9,1.304,1,0.795,0.832,0.408433,0.2867,2025-08-26T09:13:34.001,0.426321
0.444209,0.00524754,3.65,1.0,0.579229,9,1.304,2,0.795,0.839,0.408433,0.2867,2025-08-26T09:13:45.449,0.426321
0.444209,0.00524754,3.65,1.0,0.579229,9,1.304,3,0.795,0.823,0.408433,0.2867,2025-08-26T09:13:56.682,0.426321
0.444209,0.00524754,3.65,1.0,0.579229,9,1.304,4,0.795,0.821,0.408433,0.2867,2025-08-26T09:14:08.022,0.426321
0.444209,0.00524754,3.65,1.0,0.579229,9,1.304,5,0.795,0.829,0.408433,0.2867,2025-08-26T09:14:19.293,0.426321
0.462167,0.00605337,2.79,1.0,0.571086,8,1.005,1,0.7671,0.912,0.389984,0.2584,2025-08-26T09:12:37.152,0.426076
0.462167,0.00605337,2.79,1.0,0.571086,8,1.005,2,0.7671,0.575,0.389984,0.2584,2025-08-26T09:12:48.363,0.426076
0.462167,0.00605337,2.79,1.0,0.571086,8,1.005,3,0.7671,0.823,0.389984,0.2584,2025-08-26T09:12:59.191,0.426076
0.462167,0.00605337,2.79,1.0,0.571086,8,1.005,4,0.7671,0.807,0.389984,0.2584,2025-08-26T09:13:10.782,0.426076
0.462167,0.00605337,2.79,1.0,0.571086,8,1.005,5,0.7671,0.841,0.389984,0.2584,2025-08-26T09:13:21.898,0.426076
0.558858,0.0122902,15.14,1.0,0.6899,3,0.092,1,0.5492,0.841,0.487371,0.0908,2025-08-26T09:07:55.615,0.523115
0.558858,0.0122902,15.14,1.0,0.6899,3,0.092,2,0.5492,0.804,0.487371,0.0908,2025-08-26T09:08:06.863,0.523115
0.558858,0.0122902,15.14,1.0,0.6899,3,0.092,3,0.5492,0.782,0.487371,0.0908,2025-08-26T09:08:17.968,0.523115
0.558858,0.0122902,15.14,1.0,0.6899,3,0.092,4,0.5492,0.785,0.487371,0.0908,2025-08-26T09:08:28.942,0.523115
0.558858,0.0122902,15.14,1.0,0.6899,3,0.092,5,0.5492,0.786,0.487371,0.0908,2025-08-26T09:08:39.817,0.523115
0.503232,0.01421324,4.12,1.0,0.630515,1,0.0,1,0.0909,0.802,0.461016,0.0889,2025-08-26T09:06:03.529,0.482124
0.503232,0.01421324,4.12,1.0,0.630515,1,0.0,2,0.0909,0.747,0.461016,0.0889,2025-08-26T09:06:14.572,0.482124
0.503232,0.01421324,4.12,1.0,0.630515,1,0.0,3,0.0909,0.803,0.461016,0.0889,2025-08-26T09:06:25.395,0.482124
0.503232,0.01421324,4.12,1.0,0.630515,1,0.0,4,0.0909,0.828,0.461016,0.0889,2025-08-26T09:06:36.672,0.482124
0.503232,0.01421324,4.12,1.0,0.630515,1,0.0,5,0.0909,0.799,0.461016,0.0889,2025-08-26T09:06:47.669,0.482124
