epoch,train_mse,grad_norm,alpha,val_mse,val_rel_l2,val_grad_mse
1,1.37317209e+02,2.66414257e+02,0.00000000e+00,1.27896080e+01,7.03924196e-01,5.39130236e+02
2,6.37484658e+01,1.52113211e+02,0.00000000e+00,3.42909622e+00,3.70209736e-01,3.78417799e+02
3,4.55686167e+01,1.25754958e+02,0.00000000e+00,4.81185412e+00,4.41859590e-01,4.45640376e+02
4,3.31807830e+01,1.23311229e+02,0.00000000e+00,2.86378837e+00,3.40391031e-01,4.46910688e+02
5,2.44062142e+01,1.00686559e+02,0.00000000e+00,3.84879906e+00,3.89723569e-01,5.11786181e+02
6,2.80435129e+01,1.04973727e+02,2.00000014e-02,1.33002421e+00,2.30999391e-01,1.39156562e+02
7,2.53552531e+01,9.06973112e+01,4.00000028e-02,1.73700590e+00,2.58283621e-01,9.78131627e+01
8,2.59335439e+01,1.00282961e+02,6.00000024e-02,1.81443177e+00,2.69208955e-01,6.73512377e+01
9,2.18375263e+01,8.89119080e+01,8.00000057e-02,8.78522183e-01,1.86673292e-01,3.94073372e+01
10,1.96803909e+01,8.17517228e+01,1.00000001e-01,6.29117272e-01,1.56176273e-01,3.58846242e+01
11,1.71698633e+01,7.22239294e+01,1.00000001e-01,1.62038357e+00,2.55877499e-01,5.00953211e+01
12,1.83684773e+01,7.82528586e+01,1.00000001e-01,1.46581290e+00,2.39861452e-01,4.52607776e+01
13,1.51473146e+01,6.76867213e+01,1.00000001e-01,8.02460883e-01,1.80038676e-01,3.23804820e+01
14,1.58859420e+01,7.78914505e+01,1.00000001e-01,5.62105123e-01,1.48398491e-01,2.47248704e+01
15,1.36934537e+01,6.93330130e+01,1.00000001e-01,5.82383701e-01,1.51767092e-01,2.46937883e+01
16,1.37525029e+01,6.64942175e+01,1.00000001e-01,5.80989271e-01,1.52181881e-01,2.84586787e+01
17,1.57822440e+01,6.86653988e+01,1.00000001e-01,7.36163395e-01,1.71850330e-01,2.86305784e+01
18,1.38534866e+01,6.93524417e+01,1.00000001e-01,3.69513810e-01,1.18932479e-01,1.84565411e+01
19,1.17704594e+01,6.17199980e+01,1.00000001e-01,6.91041682e-01,1.63887365e-01,2.27443216e+01
20,1.24198718e+01,5.91000357e+01,1.00000001e-01,5.19822070e-01,1.43554370e-01,2.13895668e+01
21,1.03238900e+01,5.13257713e+01,1.00000001e-01,4.41935065e-01,1.30953483e-01,2.10343219e+01
22,1.02073113e+01,5.05975629e+01,1.00000001e-01,5.77932400e-01,1.48476877e-01,1.93185208e+01
23,8.74444666e+00,4.69168990e+01,1.00000001e-01,2.99897056e-01,1.07567901e-01,1.66909302e+01
24,9.69626180e+00,4.93390722e+01,1.00000001e-01,4.87709556e-01,1.39135474e-01,1.88002303e+01
25,1.07550830e+01,5.27402025e+01,1.00000001e-01,4.67163299e-01,1.35514323e-01,1.84241957e+01
26,1.02095463e+01,5.07316844e+01,1.00000001e-01,3.11572960e-01,1.11430482e-01,1.43767407e+01
27,8.51895626e+00,4.98293803e+01,1.00000001e-01,3.03332790e-01,1.07919322e-01,1.59809091e+01
28,9.07179785e+00,4.53490704e+01,1.00000001e-01,3.88186110e-01,1.22815395e-01,1.52489914e+01
29,8.92351582e+00,4.91041442e+01,1.00000001e-01,3.39283004e-01,1.13861099e-01,1.72118141e+01
30,1.04984423e+01,5.10188231e+01,1.00000001e-01,4.44492144e-01,1.33257813e-01,1.75838172e+01
31,9.62701638e+00,5.08252888e+01,1.00000001e-01,5.07396460e-01,1.40664725e-01,1.73841340e+01
32,9.12850874e+00,4.82074079e+01,1.00000001e-01,4.42936876e-01,1.32421148e-01,1.57284521e+01
33,8.20692895e+00,4.26653316e+01,1.00000001e-01,3.29303893e-01,1.11597475e-01,1.47471215e+01
34,8.33961076e+00,4.47075383e+01,1.00000001e-01,6.82210445e-01,1.62520496e-01,2.02796117e+01
35,8.53854786e+00,4.84012455e+01,1.00000001e-01,3.55306334e-01,1.16287176e-01,1.51609639e+01
36,8.27033939e+00,4.78711825e+01,1.00000001e-01,5.71640866e-01,1.49955177e-01,1.59187205e+01
37,7.65080008e+00,3.83430513e+01,1.00000001e-01,1.59406721e-01,7.83182776e-02,9.73041235e+00
38,6.72974611e+00,3.65486508e+01,1.00000001e-01,1.72191841e-01,8.07151326e-02,1.01304462e+01
39,7.14055866e+00,3.85242602e+01,1.00000001e-01,2.75944780e-01,1.04873667e-01,1.11569932e+01
40,6.79478593e+00,3.58949140e+01,1.00000001e-01,2.93492278e-01,1.05080804e-01,1.21965556e+01
41,7.29971244e+00,3.94468478e+01,1.00000001e-01,1.96641036e-01,8.83814043e-02,1.11583447e+01
42,6.72504030e+00,3.63964488e+01,1.00000001e-01,5.07290615e-01,1.41197232e-01,1.53619144e+01
43,7.03703471e+00,4.07454042e+01,1.00000001e-01,3.71706481e-01,1.20562148e-01,1.47298767e+01
44,8.54143976e+00,4.27350690e+01,1.00000001e-01,2.66764626e-01,1.01070363e-01,1.15759411e+01
45,6.73571285e+00,3.47954114e+01,1.00000001e-01,2.97741332e-01,1.08669509e-01,1.25209385e+01
46,7.84526851e+00,4.09968009e+01,1.00000001e-01,2.68783314e-01,1.03247270e-01,1.26145017e+01
47,6.93765740e+00,3.62908117e+01,1.00000001e-01,2.58213973e-01,1.01454376e-01,1.09926073e+01
48,6.24897831e+00,3.41104644e+01,1.00000001e-01,4.94463316e-01,1.38311896e-01,1.56930379e+01
49,7.20262045e+00,3.68551679e+01,1.00000001e-01,2.12334470e-01,8.89695585e-02,1.04825602e+01
50,5.61673879e+00,3.26847389e+01,1.00000001e-01,2.67167589e-01,1.01935791e-01,1.07163278e+01
51,5.26854467e+00,3.07343649e+01,1.00000001e-01,3.71767273e-01,1.17046264e-01,1.25628341e+01
52,6.26046347e+00,3.54767361e+01,1.00000001e-01,2.30858381e-01,9.59650640e-02,1.13969980e+01
53,5.61148800e+00,3.04096176e+01,1.00000001e-01,3.93141866e-01,1.25176868e-01,1.28306244e+01
54,5.98847630e+00,3.42535978e+01,1.00000001e-01,2.31658059e-01,9.56596317e-02,1.11473701e+01
55,6.00725388e+00,3.35332362e+01,1.00000001e-01,2.77093119e-01,1.02607985e-01,1.08015762e+01
56,5.69981099e+00,3.10441284e+01,1.00000001e-01,2.64476638e-01,1.03462322e-01,1.02071323e+01
57,5.52426632e+00,3.12391393e+01,1.00000001e-01,2.23576429e-01,9.12423389e-02,9.68170813e+00
58,5.56088667e+00,3.24388899e+01,1.00000001e-01,4.39521798e-01,1.29565966e-01,1.32790970e+01
59,6.01786370e+00,3.09804215e+01,1.00000001e-01,3.22122838e-01,1.10853947e-01,1.10935866e+01
60,6.22473412e+00,3.36801587e+01,1.00000001e-01,2.37354935e-01,9.50115014e-02,9.96828038e+00
61,5.75616294e+00,3.32089318e+01,1.00000001e-01,2.00243435e-01,8.90898630e-02,9.02169732e+00
62,5.39059978e+00,3.19829469e+01,1.00000001e-01,1.77107983e-01,8.17460843e-02,8.73438113e+00
63,6.30198340e+00,3.17436320e+01,1.00000001e-01,2.18797109e-01,8.97338593e-02,9.10069111e+00
64,5.05691471e+00,2.83881677e+01,1.00000001e-01,2.05458097e-01,8.82832908e-02,8.77086401e+00
65,5.18807524e+00,3.07574585e+01,1.00000001e-01,2.49478517e-01,9.86415574e-02,1.00751219e+01
66,5.24903098e+00,3.06267460e+01,1.00000001e-01,1.92608578e-01,8.60351111e-02,9.78099830e+00
67,5.30045157e+00,3.14460685e+01,1.00000001e-01,2.82046063e-01,1.04225166e-01,1.08471120e+01
68,5.55697994e+00,3.03184676e+01,1.00000001e-01,2.75751435e-01,1.03319266e-01,1.04905329e+01
69,5.51046296e+00,3.16459381e+01,1.00000001e-01,2.00314413e-01,8.94791484e-02,9.92194448e+00
70,7.09114603e+00,3.70101349e+01,1.00000001e-01,3.42702213e-01,1.14491047e-01,1.19256984e+01
71,5.86318668e+00,3.29534496e+01,1.00000001e-01,6.08265562e-01,1.52479417e-01,1.55349849e+01
72,4.97462896e+00,2.76293966e+01,1.00000001e-01,3.28161103e-01,1.14140045e-01,1.21557665e+01
73,4.82735708e+00,2.83469844e+01,1.00000001e-01,2.53953294e-01,9.81327508e-02,9.72332900e+00
74,4.80948450e+00,2.89043371e+01,1.00000001e-01,2.06710960e-01,8.77112523e-02,8.00844349e+00
75,4.51255442e+00,2.77630838e+01,1.00000001e-01,1.37244623e-01,7.13633022e-02,7.52983992e+00
76,4.70925573e+00,2.84158949e+01,1.00000001e-01,1.78890922e-01,8.36057588e-02,8.24816969e+00
77,5.68959682e+00,3.20096573e+01,1.00000001e-01,3.04509214e-01,1.09747771e-01,1.17003997e+01
78,4.72914932e+00,2.69541017e+01,1.00000001e-01,4.75782007e-01,1.37699031e-01,1.20697997e+01
79,5.28894898e+00,2.93761317e+01,1.00000001e-01,3.57613955e-01,1.17108791e-01,1.15672109e+01
80,6.01647528e+00,3.00947888e+01,1.00000001e-01,2.07245318e-01,9.03230097e-02,1.07556512e+01
81,4.60009420e+00,2.67358977e+01,1.00000001e-01,1.36180479e-01,7.16737051e-02,7.28837660e+00
82,4.92870288e+00,2.74639158e+01,1.00000001e-01,3.04128293e-01,1.10010810e-01,1.00698846e+01
83,4.74639770e+00,2.76741631e+01,1.00000001e-01,1.61444250e-01,7.79680099e-02,8.37426908e+00
84,4.89991970e+00,2.76130587e+01,1.00000001e-01,2.14986967e-01,9.12542396e-02,8.36303275e+00
85,4.11234317e+00,2.32200034e+01,1.00000001e-01,1.74962641e-01,8.18365227e-02,7.89921638e+00
86,3.92062685e+00,2.39085667e+01,1.00000001e-01,1.69574730e-01,8.03307976e-02,7.10360125e+00
87,4.32329112e+00,2.68307742e+01,1.00000001e-01,2.27397555e-01,9.32701134e-02,9.10080712e+00
88,3.84699847e+00,2.43707272e+01,1.00000001e-01,2.29053055e-01,9.21015676e-02,9.04751928e+00
89,4.32355255e+00,2.55815097e+01,1.00000001e-01,3.68263204e-01,1.19848865e-01,1.11417360e+01
90,4.68812610e+00,2.55738111e+01,1.00000001e-01,1.79120660e-01,8.46330939e-02,7.94521809e+00
91,4.74635561e+00,2.73886987e+01,1.00000001e-01,1.46524089e-01,7.52639792e-02,7.38445902e+00
92,3.65530590e+00,2.37136889e+01,1.00000001e-01,1.51203528e-01,7.71770424e-02,7.15897962e+00
93,4.22104708e+00,2.45152124e+01,1.00000001e-01,1.34622437e-01,7.28006235e-02,7.60887800e+00
94,4.84160516e+00,2.80072101e+01,1.00000001e-01,1.97812647e-01,8.78086048e-02,9.90236555e+00
95,4.56709794e+00,2.65306191e+01,1.00000001e-01,3.58990697e-01,1.17340365e-01,1.13608806e+01
96,4.18767189e+00,2.36789070e+01,1.00000001e-01,1.24110481e-01,7.02857769e-02,6.22560467e+00
97,3.77913836e+00,2.39896445e+01,1.00000001e-01,1.27291096e-01,7.10812940e-02,7.07350799e+00
98,3.48072876e+00,2.39102460e+01,1.00000001e-01,1.83999572e-01,8.49624436e-02,6.99688366e+00
99,4.40192832e+00,2.46272750e+01,1.00000001e-01,3.42530591e-01,1.15297446e-01,1.11018215e+01
100,5.15016465e+00,2.80146750e+01,1.00000001e-01,1.71666658e-01,8.25742685e-02,8.56871298e+00
101,4.33363375e+00,2.75444072e+01,1.00000001e-01,1.22188705e-01,6.99245153e-02,6.82180902e+00
102,3.63815498e+00,2.26635552e+01,1.00000001e-01,2.83418521e-01,1.04178223e-01,9.26074954e+00
103,4.55603758e+00,2.77604415e+01,1.00000001e-01,2.31573009e-01,9.35650856e-02,8.20730352e+00
104,3.89406231e+00,2.42099959e+01,1.00000001e-01,1.79317884e-01,8.32480746e-02,6.52509771e+00
105,3.16015529e+00,1.98435380e+01,1.00000001e-01,1.20866301e-01,6.76244449e-02,6.42137916e+00
106,3.24131048e+00,2.14653807e+01,1.00000001e-01,4.18430707e-01,1.29018966e-01,1.17806925e+01
107,4.00178963e+00,2.47586110e+01,1.00000001e-01,1.08598586e-01,6.49830358e-02,5.99977463e+00
108,3.65052513e+00,2.19562349e+01,1.00000001e-01,1.53847765e-01,7.69656109e-02,7.66328553e+00
109,3.49532622e+00,2.18915722e+01,1.00000001e-01,1.61611770e-01,8.06110980e-02,6.54202209e+00
110,3.75458740e+00,2.44749405e+01,1.00000001e-01,1.14512247e-01,6.72645058e-02,6.21826008e+00
111,4.11122871e+00,2.41432362e+01,1.00000001e-01,2.73690694e-01,1.04905955e-01,9.82837146e+00
112,3.75288442e+00,2.36607896e+01,1.00000001e-01,1.95907505e-01,8.53295108e-02,7.74165239e+00
113,4.00818429e+00,2.44790748e+01,1.00000001e-01,2.65442050e-01,1.00129884e-01,7.92745944e+00
114,4.01016386e+00,2.45086883e+01,1.00000001e-01,1.80036130e-01,8.46030755e-02,6.57903651e+00
115,4.08799922e+00,2.51691960e+01,1.00000001e-01,1.76805273e-01,8.30710775e-02,8.53276764e+00
116,3.76514117e+00,2.32009394e+01,1.00000001e-01,2.48630668e-01,9.69955325e-02,8.93215472e+00
117,3.60132082e+00,2.34551224e+01,1.00000001e-01,1.21974465e-01,6.84695074e-02,5.98335862e+00
118,3.48854426e+00,2.40061814e+01,1.00000001e-01,1.12426974e-01,6.55974746e-02,5.71061686e+00
119,3.77226740e+00,2.38242148e+01,1.00000001e-01,1.76111398e-01,8.26535523e-02,7.13317435e+00
120,3.88985954e+00,2.28161017e+01,1.00000001e-01,1.75258057e-01,8.31865966e-02,8.00487655e+00
121,3.23110748e+00,1.99433493e+01,1.00000001e-01,1.73623567e-01,8.11874978e-02,6.77213185e+00
122,3.66959087e+00,2.40683973e+01,1.00000001e-01,1.78487542e-01,8.12017311e-02,7.06752246e+00
123,3.22674760e+00,2.14576718e+01,1.00000001e-01,1.47397244e-01,7.58350683e-02,6.55277709e+00
124,3.57245426e+00,2.29606382e+01,1.00000001e-01,1.19568495e-01,6.72657069e-02,5.88743353e+00
125,2.70830280e+00,1.86415304e+01,1.00000001e-01,7.41329736e-02,5.29947733e-02,4.29278868e+00
126,3.51851180e+00,2.21937185e+01,1.00000001e-01,1.08544323e-01,6.41345456e-02,5.18239168e+00
127,3.50288880e+00,2.17957682e+01,1.00000001e-01,1.66219872e-01,8.06822947e-02,7.73976169e+00
128,2.69987725e+00,1.95143897e+01,1.00000001e-01,2.00780758e-01,8.76436697e-02,6.79299191e+00
