mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.546053,0.00149173,7.94,1.0,0.638257,9,1.304,3,0.5933,0.595,0.402037,0.1339,2025-09-07T11:19:08.380,0.474045
0.546053,0.00149173,7.94,1.0,0.638257,9,1.304,4,0.5933,0.513,0.402037,0.1339,2025-09-07T11:19:20.803,0.474045
0.546053,0.00149173,7.94,1.0,0.638257,9,1.304,5,0.5933,0.495,0.402037,0.1339,2025-09-07T11:19:32.610,0.474045
0.558246,0.00146859,7.79,1.0,0.640698,8,1.005,1,0.5668,0.546,0.399647,0.1136,2025-09-07T11:17:44.310,0.478946
0.558246,0.00146859,7.79,1.0,0.640698,8,1.005,2,0.5668,0.547,0.399647,0.1136,2025-09-07T11:17:56.446,0.478946
0.558246,0.00146859,7.79,1.0,0.640698,8,1.005,3,0.5668,0.552,0.399647,0.1136,2025-09-07T11:18:08.298,0.478946
0.558246,0.00146859,7.79,1.0,0.640698,8,1.005,4,0.5668,0.539,0.399647,0.1136,2025-09-07T11:18:20.229,0.478946
0.558246,0.00146859,7.79,1.0,0.640698,8,1.005,5,0.5668,0.499,0.399647,0.1136,2025-09-07T11:18:31.750,0.478946
0.586052,0.00238648,2.27,1.0,0.675606,3,0.092,1,0.6214,1.024,0.483118,-0.0118,2025-09-07T11:12:33.944,0.534585
0.586052,0.00238648,2.27,1.0,0.675606,3,0.092,2,0.6214,0.612,0.483118,-0.0118,2025-09-07T11:12:48.554,0.534585
0.586052,0.00238648,2.27,1.0,0.675606,3,0.092,3,0.6214,0.941,0.483118,-0.0118,2025-09-07T11:13:02.350,0.534585
0.586052,0.00238648,2.27,1.0,0.675606,3,0.092,4,0.6214,0.578,0.483118,-0.0118,2025-09-07T11:13:14.953,0.534585
0.586052,0.00238648,2.27,1.0,0.675606,3,0.092,5,0.6214,0.526,0.483118,-0.0118,2025-09-07T11:13:28.187,0.534585
0.448023,0.0034465,3.16,1.0,0.573759,1,0.0,2,0.5812,0.598,0.455892,0.2215,2025-09-07T11:10:35.644,0.451957
0.448023,0.0034465,3.16,1.0,0.573759,1,0.0,3,0.5812,0.636,0.455892,0.2215,2025-09-07T11:10:49.291,0.451957
0.448023,0.0034465,3.16,1.0,0.573759,1,0.0,4,0.5812,0.568,0.455892,0.2215,2025-09-07T11:11:02.684,0.451957
0.448023,0.0034465,3.16,1.0,0.573759,1,0.0,5,0.5812,0.961,0.455892,0.2215,2025-09-07T11:11:15.369,0.451957
