mae_vz,continuity_violation,alignment_error,detection_rate,rmse_total,crystal_count,complexity_index,sample_id,correlation_vz,processing_time,mae_vx,ssim_vz,timestamp,mae_total
0.573176,0.00403009,7.67,1.0,0.711085,10,1.924,3,0.6519,0.556,0.461332,0.2042,2025-09-07T15:37:08.497,0.517254
0.573176,0.00403009,7.67,1.0,0.711085,10,1.924,4,0.6519,0.585,0.461332,0.2042,2025-09-07T15:37:22.664,0.517254
0.573176,0.00403009,7.67,1.0,0.711085,10,1.924,5,0.6519,0.63,0.461332,0.2042,2025-09-07T15:37:36.227,0.517254
0.518328,0.00476886,7.44,1.0,0.616297,9,1.304,1,0.6445,0.585,0.390148,0.1651,2025-09-07T15:35:37.591,0.454238
0.518328,0.00476886,7.44,1.0,0.616297,9,1.304,2,0.6445,0.893,0.390148,0.1651,2025-09-07T15:35:49.336,0.454238
0.518328,0.00476886,7.44,1.0,0.616297,9,1.304,3,0.6445,0.527,0.390148,0.1651,2025-09-07T15:36:01.233,0.454238
0.518328,0.00476886,7.44,1.0,0.616297,9,1.304,4,0.6445,0.58,0.390148,0.1651,2025-09-07T15:36:13.665,0.454238
0.518328,0.00476886,7.44,1.0,0.616297,9,1.304,5,0.6445,0.563,0.390148,0.1651,2025-09-07T15:36:27.407,0.454238
0.530627,0.00456788,7.43,1.0,0.604436,8,1.005,1,0.6319,0.568,0.376086,0.1368,2025-09-07T15:34:38.386,0.453357
0.530627,0.00456788,7.43,1.0,0.604436,8,1.005,2,0.6319,0.523,0.376086,0.1368,2025-09-07T15:34:50.176,0.453357
0.530627,0.00456788,7.43,1.0,0.604436,8,1.005,3,0.6319,0.546,0.376086,0.1368,2025-09-07T15:35:02.016,0.453357
0.530627,0.00456788,7.43,1.0,0.604436,8,1.005,4,0.6319,0.534,0.376086,0.1368,2025-09-07T15:35:13.650,0.453357
0.530627,0.00456788,7.43,1.0,0.604436,8,1.005,5,0.6319,0.534,0.376086,0.1368,2025-09-07T15:35:25.358,0.453357
0.607968,0.00651222,1.14,1.0,0.704868,3,0.092,1,0.5462,0.905,0.536427,-0.0069,2025-09-07T15:29:41.579,0.572197
0.607968,0.00651222,1.14,1.0,0.704868,3,0.092,2,0.5462,0.591,0.536427,-0.0069,2025-09-07T15:29:53.289,0.572197
0.607968,0.00651222,1.14,1.0,0.704868,3,0.092,3,0.5462,0.587,0.536427,-0.0069,2025-09-07T15:30:04.959,0.572197
0.607968,0.00651222,1.14,1.0,0.704868,3,0.092,4,0.5462,0.558,0.536427,-0.0069,2025-09-07T15:30:16.497,0.572197
0.607968,0.00651222,1.14,1.0,0.704868,3,0.092,5,0.5462,0.523,0.536427,-0.0069,2025-09-07T15:30:28.050,0.572197
0.481773,0.00816706,1.0,1.0,0.606994,1,0.0,1,0.3172,0.949,0.480397,0.2198,2025-09-07T15:27:42.112,0.481085
0.481773,0.00816706,1.0,1.0,0.606994,1,0.0,2,0.3172,0.611,0.480397,0.2198,2025-09-07T15:27:54.792,0.481085
0.481773,0.00816706,1.0,1.0,0.606994,1,0.0,3,0.3172,0.662,0.480397,0.2198,2025-09-07T15:28:06.924,0.481085
0.481773,0.00816706,1.0,1.0,0.606994,1,0.0,4,0.3172,0.58,0.480397,0.2198,2025-09-07T15:28:18.805,0.481085
0.481773,0.00816706,1.0,1.0,0.606994,1,0.0,5,0.3172,0.543,0.480397,0.2198,2025-09-07T15:28:30.391,0.481085
