epoch,train_mse,grad_norm,alpha,val_mse,val_rel_l2,val_grad_mse
110,4.38923994e+00,1.53479260e+01,1.00000001e-01,4.13509468e+00,3.49412834e-01,6.58392885e+01
111,4.31129113e+00,1.51011367e+01,1.00000001e-01,4.09363500e+00,3.47144893e-01,6.54249727e+01
112,4.29560328e+00,1.51665365e+01,1.00000001e-01,4.65580414e+00,3.81865194e-01,6.88592403e+01
113,4.10012897e+00,1.47321848e+01,1.00000001e-01,4.29612092e+00,3.60054600e-01,6.95947712e+01
114,4.08882627e+00,1.43867617e+01,1.00000001e-01,4.28344585e+00,3.60196872e-01,6.98174146e+01
115,4.05689647e+00,1.44281337e+01,1.00000001e-01,4.20990529e+00,3.57896103e-01,6.71446433e+01
116,4.05951994e+00,1.43433511e+01,1.00000001e-01,4.34597880e+00,3.61947075e-01,6.80553045e+01
117,3.82698690e+00,1.37247492e+01,1.00000001e-01,4.66209661e+00,3.79653456e-01,7.15726417e+01
118,3.94879853e+00,1.42319047e+01,1.00000001e-01,4.55082474e+00,3.74110726e-01,7.13591592e+01
119,3.92209377e+00,1.41950662e+01,1.00000001e-01,4.30623116e+00,3.56625316e-01,6.68398608e+01
120,3.78122376e+00,1.36709248e+01,1.00000001e-01,4.29028805e+00,3.59751973e-01,6.79086468e+01
121,3.87974311e+00,1.39542501e+01,1.00000001e-01,4.37572128e+00,3.66097237e-01,6.80397160e+01
122,3.61684103e+00,1.32898604e+01,1.00000001e-01,4.39497155e+00,3.59100710e-01,7.08324879e+01
123,3.67861729e+00,1.33156936e+01,1.00000001e-01,4.18159200e+00,3.53784273e-01,7.08222451e+01
124,3.56709306e+00,1.32284007e+01,1.00000001e-01,4.52382550e+00,3.67860193e-01,6.95569006e+01
125,3.66008329e+00,1.37114020e+01,1.00000001e-01,4.52572693e+00,3.69296864e-01,7.15471917e+01
126,3.43715815e+00,1.28350900e+01,1.00000001e-01,4.54662654e+00,3.71441285e-01,6.99832443e+01
127,3.50380718e+00,1.33875223e+01,1.00000001e-01,4.42432053e+00,3.67684372e-01,6.85936671e+01
128,3.43684220e+00,1.28926528e+01,1.00000001e-01,4.33361710e+00,3.67686934e-01,6.68462910e+01
129,3.48206763e+00,1.31697806e+01,1.00000001e-01,4.46321773e+00,3.63778061e-01,6.97319434e+01
130,3.43707195e+00,1.30406025e+01,1.00000001e-01,4.53336770e+00,3.72852460e-01,7.06987437e+01
131,3.26706482e+00,1.21904874e+01,1.00000001e-01,4.28033158e+00,3.59099189e-01,6.68340752e+01
132,3.33290776e+00,1.25650792e+01,1.00000001e-01,4.51061319e+00,3.74774813e-01,7.05413990e+01
133,3.31325842e+00,1.28521599e+01,1.00000001e-01,4.29641106e+00,3.55919149e-01,7.03103715e+01
134,3.28740888e+00,1.26224474e+01,1.00000001e-01,4.49725343e+00,3.74383024e-01,6.99626099e+01
135,3.22073978e+00,1.21985029e+01,1.00000001e-01,4.46583847e+00,3.65062902e-01,7.27586731e+01
136,3.09317540e+00,1.18854398e+01,1.00000001e-01,4.52977857e+00,3.70699256e-01,7.04680145e+01
137,3.06262581e+00,1.18784149e+01,1.00000001e-01,4.45718787e+00,3.65857547e-01,6.96591846e+01
138,3.16611269e+00,1.23192143e+01,1.00000001e-01,4.40825638e+00,3.64021380e-01,6.66894848e+01
139,3.06454671e+00,1.18470126e+01,1.00000001e-01,4.36266427e+00,3.63497641e-01,6.82647725e+01
140,3.01043143e+00,1.15124545e+01,1.00000001e-01,4.47544119e+00,3.68967341e-01,6.78775671e+01
141,3.00455369e+00,1.16543131e+01,1.00000001e-01,4.13447699e+00,3.50093735e-01,6.54204010e+01
142,2.96137169e+00,1.16504115e+01,1.00000001e-01,4.37860909e+00,3.66455225e-01,6.83103272e+01
143,2.93941244e+00,1.16092107e+01,1.00000001e-01,4.64035819e+00,3.81407885e-01,6.88416615e+01
144,2.92055171e+00,1.14994385e+01,1.00000001e-01,4.52734036e+00,3.70513006e-01,6.96800889e+01
145,2.94563213e+00,1.17615748e+01,1.00000001e-01,4.38492005e+00,3.66247234e-01,6.80657843e+01
146,2.89236989e+00,1.13914989e+01,1.00000001e-01,4.46315282e+00,3.72029403e-01,6.63939991e+01
147,2.71378322e+00,1.11351411e+01,1.00000001e-01,4.65817806e+00,3.76765608e-01,6.95569183e+01
148,2.91185116e+00,1.18826959e+01,1.00000001e-01,4.44300751e+00,3.71424844e-01,6.60509181e+01
149,2.76599667e+00,1.09059646e+01,1.00000001e-01,4.44551577e+00,3.65630512e-01,6.77778305e+01
150,2.68441914e+00,1.08419329e+01,1.00000001e-01,4.33443969e+00,3.64403360e-01,6.63334632e+01
151,2.75729446e+00,1.11834861e+01,1.00000001e-01,4.44415402e+00,3.69263233e-01,6.73138967e+01
152,2.65351004e+00,1.09873741e+01,1.00000001e-01,4.14870378e+00,3.46565526e-01,6.54408021e+01
153,2.72219355e+00,1.10138966e+01,1.00000001e-01,4.67746321e+00,3.77916707e-01,6.97591975e+01
154,2.65911680e+00,1.08564359e+01,1.00000001e-01,4.52575325e+00,3.77273160e-01,6.90528094e+01
155,2.59979626e+00,1.04506378e+01,1.00000001e-01,4.23888560e+00,3.59104239e-01,6.63268424e+01
156,2.60599795e+00,1.06474085e+01,1.00000001e-01,4.55213516e+00,3.74689796e-01,6.86736923e+01
157,2.59824265e+00,1.05391367e+01,1.00000001e-01,4.45460834e+00,3.70115081e-01,6.83322646e+01
158,2.62986788e+00,1.06980567e+01,1.00000001e-01,4.54023255e+00,3.73703285e-01,6.86743759e+01
159,2.60674804e+00,1.07570598e+01,1.00000001e-01,4.55411064e+00,3.77086132e-01,6.86843358e+01
160,2.53567840e+00,1.06447315e+01,1.00000001e-01,4.46655567e+00,3.69378324e-01,6.98089893e+01
161,2.40886727e+00,1.02525990e+01,1.00000001e-01,4.46459861e+00,3.66959786e-01,6.65908565e+01
162,2.55208927e+00,1.04913335e+01,1.00000001e-01,4.75714341e+00,3.82155551e-01,7.05430018e+01
163,2.48379778e+00,1.03623089e+01,1.00000001e-01,4.39495506e+00,3.68144653e-01,6.72203786e+01
164,2.40178819e+00,1.00503884e+01,1.00000001e-01,4.42738879e+00,3.65623712e-01,6.77710377e+01
165,2.42382582e+00,1.02560322e+01,1.00000001e-01,4.40215620e+00,3.68289457e-01,6.87375740e+01
166,2.47384081e+00,1.02939537e+01,1.00000001e-01,4.40449107e+00,3.65444480e-01,6.79608593e+01
167,2.38084592e+00,1.00671475e+01,1.00000001e-01,4.51577943e+00,3.74283334e-01,6.57299218e+01
168,2.29911206e+00,9.75661856e+00,1.00000001e-01,4.57521690e+00,3.76311454e-01,6.93238368e+01
169,2.38136076e+00,1.03931343e+01,1.00000001e-01,4.43799343e+00,3.65516697e-01,6.81642478e+01
170,2.32814891e+00,9.72685516e+00,1.00000001e-01,4.44809542e+00,3.68778296e-01,6.88783232e+01
171,2.36120640e+00,9.82661731e+00,1.00000001e-01,4.66934374e+00,3.74097397e-01,7.11227493e+01
172,2.27100052e+00,9.68158934e+00,1.00000001e-01,4.43355817e+00,3.64374556e-01,6.75332799e+01
173,2.28290195e+00,9.76617726e+00,1.00000001e-01,4.56206319e+00,3.73573737e-01,7.09303925e+01
174,2.24647933e+00,9.69090945e+00,1.00000001e-01,4.60955715e+00,3.76772130e-01,6.91969832e+01
175,2.24160425e+00,9.73377938e+00,1.00000001e-01,4.47473542e+00,3.71295210e-01,6.65273519e+01
176,2.26564302e+00,9.76649371e+00,1.00000001e-01,4.42002520e+00,3.67759103e-01,6.67420311e+01
177,2.23518205e+00,9.80268923e+00,1.00000001e-01,4.36469341e+00,3.61192626e-01,6.63849941e+01
178,2.18812047e+00,9.22064824e+00,1.00000001e-01,4.46860276e+00,3.70262490e-01,6.66727080e+01
179,2.15652315e+00,9.16224357e+00,1.00000001e-01,4.42443154e+00,3.67931529e-01,6.58954841e+01
180,2.13879349e+00,9.28181431e+00,1.00000001e-01,4.50300094e+00,3.69173822e-01,6.79101305e+01
